"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"US1CAMR0040","FAIRFAX 0.7 N, CA US","2024-02-09",,,
"US1CAMR0040","FAIRFAX 0.7 N, CA US","2024-02-15",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-01",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-02",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-04",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-05",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-06",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-07",,,
"US1CAMR0045","MILL VALLEY 2.1 S, CA US","2024-02-15",,,
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-01",,"59","47"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-02",,"57","39"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-03",,"54","39"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-04",,"64","48"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-05",,"59","45"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-06",,"58","41"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-07",,"54","37"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-08",,"56","33"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-09",,"56","34"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-10",,"65","40"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-11",,"60","38"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-12",,"61","36"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-13",,"59","38"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-14",,"58","47"
"USW00093227","NAPA CO AIRPORT, CA US","2024-02-15",,"61","47"
"USC00040693","BERKELEY, CA US","2024-02-07",,"52","43"
"USC00040693","BERKELEY, CA US","2024-02-08",,"57","39"
"USR0000CTRA","LAS TRAMPAS CALIFORNIA, CA US","2024-02-01","47","53","44"
"USR0000CTRA","LAS TRAMPAS CALIFORNIA, CA US","2024-02-02","44","48","41"
"USR0000CTRA","LAS TRAMPAS CALIFORNIA, CA US","2024-02-03","43","46","40"
"USR0000CTRA","LAS TRAMPAS CALIFORNIA, CA US","2024-02-04","47","53","41"
"USR0000CTRA","LAS TRAMPAS CALIFORNIA, CA US","2024-02-05","46","53","43"
"USR0000CTRA","LAS TRAMPAS CALIFORNIA, CA US","2024-02-06","45","52","41"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-01","56","61","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-02","54","60","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-03","52","58","48"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-04","55","64","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-05","57","61","52"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-06","54","61","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-07","50","56","42"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-08","49","58","39"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-09","49","58","41"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-10","51","64","41"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-11","53","63","47"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-12","51","62","43"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-13","53","61","45"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-14","54","61","49"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-15","57","65","51"
"USW00093228","HAYWARD AIR TERMINAL, CA US","2024-02-16","55",,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-01",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-02",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-03",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-04",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-05",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-06",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-07",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-08",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-09",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-10",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-11",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-12",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-13",,,
"US1CACC0018","WALNUT CREEK 1.4 SSE, CA US","2024-02-14",,,
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2024-02-01","48","55","45"
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2024-02-02","46","53","42"
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2024-02-03","44","48","42"
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2024-02-04","48","56","42"
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2024-02-05","48","56","43"
"USR0000CBRI","BRIONES CALIFORNIA, CA US","2024-02-06","46","55","42"
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-01",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-02",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-03",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-04",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-05",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-06",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-08",,,
"US1CAAL0024","FREMONT 3.7 NE, CA US","2024-02-15",,,
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","2024-02-01","49","54","45"
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","2024-02-02","47","52","44"
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","2024-02-03","46","51","43"
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","2024-02-04","49","56","43"
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","2024-02-05","49","56","45"
"USR0000COKS","OAKLAND SOUTH CALIFORNIA, CA US","2024-02-06","48","54","43"
"USR0000CWOO","WOODACRE CALIFORNIA, CA US","2024-02-01","47","51","44"
"USR0000CWOO","WOODACRE CALIFORNIA, CA US","2024-02-02","44","49","40"
"USR0000CWOO","WOODACRE CALIFORNIA, CA US","2024-02-03","43","47","41"
"USR0000CWOO","WOODACRE CALIFORNIA, CA US","2024-02-04","47","53","42"
"USR0000CWOO","WOODACRE CALIFORNIA, CA US","2024-02-05","47","53","42"
"USR0000CWOO","WOODACRE CALIFORNIA, CA US","2024-02-06","46","54","42"
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-01",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-02",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-03",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-04",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-05",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-06",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-07",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-08",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-09",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-10",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-11",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-12",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-13",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-14",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-15",,,
"US1CAAL0025","ALBANY 1.7 E, CA US","2024-02-16",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-05",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-07",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-08",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-09",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-10",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-12",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-13",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-14",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-15",,,
"US1CACC0053","EL SOBRANTE 1.8 SE, CA US","2024-02-16",,,
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-02-01","48","54","45"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-02-02","46","53","43"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-02-03","44","48","41"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-02-04","48","54","41"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-02-05","47","52","44"
"USR0000COKN","OAKLAND NORTH CALIFORNIA, CA US","2024-02-06","48","57","44"
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-06",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-07",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-08",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-09",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-10",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-11",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-13",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-15",,,
"US1CACC0052","EL SOBRANTE 1.6 SW, CA US","2024-02-16",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-01",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-02",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-03",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-04",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-05",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-06",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-07",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-08",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-09",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-11",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-12",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-13",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-14",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-15",,,
"US1CAAL0060","BERKELEY 2.0 NE, CA US","2024-02-16",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-01",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-02",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-03",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-04",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-05",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-06",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-07",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-08",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-09",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-10",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-11",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-12",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-13",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-14",,,
"US1CASM0022","WOODSIDE 3.4 S, CA US","2024-02-15",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-01",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-02",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-05",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-07",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-08",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-10",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-11",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-12",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-13",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-14",,,
"US1CACC0050","PITTSBURG 0.7 W, CA US","2024-02-15",,,
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2024-02-01","50","57","46"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2024-02-02","48","56","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2024-02-03","45","50","42"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2024-02-04","49","55","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2024-02-05","50","57","44"
"USR0000CBAR","BARNABY CALIFORNIA, CA US","2024-02-06","48","56","44"
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-01",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-02",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-03",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-04",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-05",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-06",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-07",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-08",,,
"US1CASM0025","REDWOOD CITY 3.3 SSW, CA US","2024-02-15",,,
